phase,Frame#,Time,pelvis.X,pelvis.Y,pelvis.Z,spine_01.X,spine_01.Y,spine_01.Z,spine_02.X,spine_02.Y,spine_02.Z,spine_03.X,spine_03.Y,spine_03.Z,spine_04.X,spine_04.Y,spine_04.Z,spine_05.X,spine_05.Y,spine_05.Z,neck_01.X,neck_01.Y,neck_01.Z,neck_02.X,neck_02.Y,neck_02.Z,head.X,head.Y,head.Z,clavicle_l.X,clavicle_l.Y,clavicle_l.Z,upperarm_l.X,upperarm_l.Y,upperarm_l.Z,lowerarm_l.X,lowerarm_l.Y,lowerarm_l.Z,hand_l.X,hand_l.Y,hand_l.Z,clavicle_r.X,clavicle_r.Y,clavicle_r.Z,upperarm_r.X,upperarm_r.Y,upperarm_r.Z,lowerarm_r.X,lowerarm_r.Y,lowerarm_r.Z,hand_r.X,hand_r.Y,hand_r.Z,thigh_l.X,thigh_l.Y,thigh_l.Z,calf_l.X,calf_l.Y,calf_l.Z,foot_l.X,foot_l.Y,foot_l.Z,ball_l.X,ball_l.Y,ball_l.Z,thigh_r.X,thigh_r.Y,thigh_r.Z,calf_r.X,calf_r.Y,calf_r.Z,foot_r.X,foot_r.Y,foot_r.Z,ball_r.X,ball_r.Y,ball_r.Z,Unnamed: 77
0.0,450,15.0,-0.4532222747802734,0.3800566792488098,0.19749715924263,-0.4908130168914795,0.3752600848674774,0.2175559401512146,-0.555157482624054,0.368105798959732,0.2525328397750854,-0.6165622472763062,0.3659616112709045,0.2885002195835113,-0.6687485575675964,0.3899688720703125,0.3342605531215668,-0.8383177518844604,0.3831779658794403,0.4013954401016235,-0.9255964756011964,0.4263359606266022,0.4631081223487854,-0.965566873550415,0.4461157321929931,0.4910092949867248,-0.9958487153053284,0.4765191972255707,0.5202600359916687,-0.8808172345161438,0.3849496841430664,0.4336192011833191,-0.7999736070632935,0.3780787885189056,0.5930598974227905,-0.572628378868103,0.2430112659931183,0.688741147518158,-0.4967434108257293,0.2602466642856598,0.4265671670436859,-0.8870046138763428,0.3939098119735718,0.423064112663269,-1.014404535293579,0.392067551612854,0.301075130701065,-0.9952714443206788,0.3104189336299896,0.0396653600037097,-0.971930205821991,0.5830041170120239,0.0353647544980049,-0.4157878160476684,0.3681761026382446,0.2911294102668762,-0.0136049538850784,0.4612828493118286,0.1885642558336258,0.3940921127796173,0.5499590635299683,0.1393985450267791,0.4767382144927978,0.6933676600456238,0.0990310609340667,-0.4662729501724243,0.4206805229187011,0.1069691404700279,-0.0452014543116092,0.4704499840736389,0.0558160468935966,0.3692362308502197,0.5370715260505676,0.0561701022088527,0.4623696208000183,0.6823199987411499,0.0647076517343521,
0.027199936394716823,451,15.033333333333331,-0.4528548717498779,0.3807295560836792,0.1972132623195648,-0.4906260669231415,0.3758576512336731,0.2173501253128051,-0.5551711320877075,0.3686031401157379,0.2524057328701019,-0.6167200803756714,0.3663840889930725,0.2883157134056091,-0.66816645860672,0.3909014761447906,0.3346641063690185,-0.8377678990364075,0.3859246969223022,0.4013006687164306,-0.925451636314392,0.428692877292633,0.4630856812000274,-0.9659867882728576,0.4477908313274383,0.490670770406723,-0.996327817440033,0.4781515002250671,0.5199671387672424,-0.8814308047294617,0.3861043453216553,0.4325479567050934,-0.8005968928337097,0.3793562054634094,0.5923508405685425,-0.5730298161506653,0.2451590001583099,0.6895007491111755,-0.4972849488258362,0.2611992061138153,0.4269348680973053,-0.8871613144874573,0.3956399261951446,0.4225678145885467,-1.0144397020339966,0.3925749957561493,0.300275444984436,-0.995865285396576,0.3101058602333069,0.0388508848845958,-0.9716305732727052,0.5830475091934204,0.0361518412828445,-0.4154271185398102,0.3697357773780823,0.2910087406635284,-0.0131099605932831,0.4638791978359222,0.1899153590202331,0.3949952125549316,0.550263524055481,0.1394144594669342,0.477898895740509,0.6936701536178589,0.0993740931153297,-0.4664106667041778,0.4210770726203918,0.1064436435699462,-0.0451225824654102,0.4709870219230652,0.0559920109808445,0.3696147799491882,0.5371562838554382,0.0562852881848812,0.4632463455200195,0.6820352077484131,0.0653125122189521,
0.054399872789433645,452,15.066666666666666,-0.4519560635089874,0.3818360865116119,0.1968634724617004,-0.4899160265922546,0.3767704367637634,0.2170325517654419,-0.5546526908874512,0.3692220747470855,0.2520752251148224,-0.6163432002067566,0.3669987618923187,0.2878540456295013,-0.6671323180198669,0.3921190202236175,0.3346470296382904,-0.836665689945221,0.3893008828163147,0.4013887345790863,-0.9251428246498108,0.4307267665863037,0.4630302786827087,-0.9661604762077332,0.4493132531642914,0.4903364479541778,-0.9967280626296996,0.4794745743274688,0.5196816325187683,-0.8816574811935425,0.3876745104789734,0.4309466481208801,-0.8014122843742371,0.3803203701972961,0.5913463234901428,-0.5736267566680908,0.2468750029802322,0.6899856328964233,-0.4977409839630127,0.262018471956253,0.4269993603229522,-0.8869046568870544,0.3982540667057037,0.4216518998146057,-1.0146299600601196,0.3929283320903778,0.2998615503311157,-0.9953395128250122,0.3103195428848266,0.0383660718798637,-0.9710999131202698,0.5836923122406006,0.0369816869497299,-0.4149174392223358,0.3713034987449646,0.2909919619560241,-0.0124700032174587,0.4658266305923462,0.1902002543210983,0.3961917459964752,0.5505839586257935,0.1395472884178161,0.4793881177902221,0.6939265727996826,0.0995995625853538,-0.4658135175704956,0.4222675561904907,0.1060285121202468,-0.0444598123431205,0.4731426239013672,0.0569546855986118,0.3707455396652221,0.5369817018508911,0.0560704581439495,0.4644172787666321,0.6818410158157349,0.0655865892767906,
0.08159980918415047,453,15.1,-0.4518600106239319,0.3822234869003296,0.1970879286527633,-0.4899274408817291,0.3770152926445007,0.2170921564102172,-0.5548818707466125,0.3692502975463867,0.2518751323223114,-0.6167452335357666,0.3672549426555633,0.2874569892883301,-0.6687342524528503,0.390911340713501,0.3331086337566376,-0.8377857208251953,0.389163076877594,0.4001406133174896,-0.926742136478424,0.4301896691322326,0.4615554809570312,-0.966897428035736,0.4501227438449859,0.4890278279781341,-0.9977476596832277,0.4801171720027923,0.5182327032089233,-0.8814207911491394,0.3905085027217865,0.4307175576686859,-0.8023079037666321,0.3816187977790832,0.5913126468658447,-0.5744014382362366,0.248329758644104,0.6897171139717102,-0.4978400766849518,0.2641701698303222,0.4268708825111389,-0.8869590759277344,0.4006389677524566,0.4214808642864227,-1.0140442848205566,0.3936790525913238,0.2987845838069916,-0.996588408946991,0.3084810674190521,0.0378534570336341,-0.9719128608703612,0.5820545554161072,0.0361828207969665,-0.4149890542030334,0.3703628480434418,0.2910202741622925,-0.0122932177037,0.4636517465114593,0.1896992921829223,0.3962738811969757,0.5490716695785522,0.1390055269002914,0.4798071384429931,0.6918291449546814,0.098456785082817,-0.4655831456184387,0.4226791858673095,0.1061075776815414,-0.0440613776445388,0.4726286232471466,0.0573686510324478,0.371151864528656,0.536316990852356,0.0559358224272728,0.4664247035980224,0.6796519160270691,0.0646333992481231,
0.10879974557886729,454,15.133333333333333,-0.4512709081172943,0.3827714920043945,0.1966572999954223,-0.489337682723999,0.3779388666152954,0.216840386390686,-0.5542227625846863,0.3708083927631378,0.2518925070762634,-0.6158273220062256,0.3692482411861419,0.2878185212612152,-0.6684021353721619,0.392325222492218,0.3331424593925476,-0.837430477142334,0.3918464183807373,0.4002659022808075,-0.9270193576812744,0.4322553277015686,0.4613268375396728,-0.967910885810852,0.4511425495147705,0.4883627891540527,-0.9990717768669128,0.4809611439704895,0.5174519419670105,-0.8821501135826111,0.3917091488838196,0.4298720359802246,-0.802707314491272,0.3838173747062683,0.5906258821487427,-0.5744597315788269,0.2518056333065033,0.6904481053352356,-0.4984337389469147,0.265347808599472,0.4272333085536957,-0.8874096870422363,0.4016215205192566,0.4209194779396057,-1.0144511461257937,0.3938910365104675,0.2981650531291961,-0.9968434572219848,0.3079647719860077,0.0374729111790657,-0.9715917706489564,0.5818876028060913,0.037223931401968,-0.4142512083053589,0.3707495927810669,0.2905744612216949,-0.0114525286480784,0.4647855758666992,0.1896256059408188,0.3974305987358093,0.5496541261672974,0.1391517519950866,0.4816619753837585,0.6920629739761353,0.0987341105937957,-0.4650146663188934,0.4230091869831085,0.1054550111293792,-0.0432966910302639,0.4740103781223297,0.0583058148622512,0.37208291888237,0.5370726585388184,0.0563166700303554,0.4685246050357818,0.6793208122253418,0.064488373696804,
0.1359996819735841,455,15.166666666666666,-0.4493445754051208,0.385949045419693,0.1972040981054306,-0.4876445829868316,0.3807537257671356,0.2173062860965728,-0.5527997016906738,0.3730676770210266,0.2521812319755554,-0.6144164800643921,0.3717820048332214,0.2881270051002502,-0.6676175594329834,0.3938156366348266,0.333046406507492,-0.8365331888198853,0.3952372372150421,0.4002779126167297,-0.9262388944625854,0.4357333481311798,0.4615284502506256,-0.9675555229187012,0.4543269574642181,0.4883281588554382,-0.999525249004364,0.4833857715129852,0.517244279384613,-0.8820956945419312,0.3937123119831085,0.4290060102939605,-0.8029038906097412,0.3873920440673828,0.5903204679489136,-0.5743178725242615,0.2561049163341522,0.6914173364639282,-0.4985083937644958,0.2676358520984649,0.4276559352874756,-0.8874620795249939,0.4036832451820373,0.419807493686676,-1.0146121978759766,0.3945740461349487,0.2968384921550751,-0.9977978467941284,0.3072355091571808,0.0361179895699024,-0.9717490673065186,0.5815643072128296,0.0370835848152637,-0.4133204221725464,0.3724518716335296,0.2913970947265625,-0.0102865565568208,0.4640700221061706,0.1886806488037109,0.39886474609375,0.5495855212211609,0.1391492784023285,0.4837912917137146,0.691421389579773,0.09821417927742,-0.4645891487598419,0.4239457547664642,0.1052811443805694,-0.0425829999148845,0.4748329818248749,0.0588461235165596,0.3733073770999908,0.5357350707054138,0.0556148253381252,0.4702377915382385,0.6776723861694336,0.0638485476374626,
0.16319961836830094,456,15.2,-0.4492993950843811,0.3869225680828094,0.1976443827152252,-0.4876020848751068,0.3818718492984772,0.2178064435720443,-0.5528258085250854,0.3744448125362396,0.2527792751789093,-0.614723801612854,0.3733898997306824,0.2883245050907135,-0.668944239616394,0.3938928246498108,0.3322072327136993,-0.8377110958099365,0.3946891129016876,0.3987668454647064,-0.927846372127533,0.4354026913642883,0.4597869217395782,-0.968788206577301,0.4549013674259186,0.4866008758544922,-1.0014591217041016,0.483304500579834,0.5151804089546204,-0.8822471499443054,0.3965255320072174,0.4278877675533294,-0.8044505715370178,0.3876105546951294,0.5895432829856873,-0.5754799842834473,0.2576377689838409,0.6910281777381897,-0.4990379512310028,0.2693611085414886,0.4275777041912079,-0.8876975774765015,0.4052950739860534,0.4193056523799896,-1.0137271881103516,0.3964150547981262,0.2953267693519592,-0.9986385703086852,0.3057848513126373,0.0358510017395019,-0.9728928804397584,0.579931914806366,0.0359098613262176,-0.4129963219165802,0.3709335327148437,0.290980190038681,-0.0098180137574672,0.4635274112224579,0.1889407783746719,0.3991149961948395,0.5493402481079102,0.1391659677028656,0.4848232269287109,0.6891933679580688,0.0957686081528663,-0.4640979766845703,0.4239861369132995,0.1052931249141693,-0.0420587994158268,0.4754213094711303,0.0601962953805923,0.3735173046588897,0.5367239713668823,0.0567930676043033,0.4726545810699463,0.676102340221405,0.0628556385636329,
0.19039955476301776,457,15.233333333333333,-0.4483458995819092,0.3907875716686249,0.1988204419612884,-0.4865186214447021,0.3856473565101623,0.2190310209989547,-0.5516290664672852,0.3780463933944702,0.2541110813617706,-0.6136913299560547,0.3765425980091095,0.2893804013729095,-0.6689440608024597,0.3950778841972351,0.3325423896312713,-0.8379068374633789,0.3976269662380218,0.3983872532844543,-0.9283708333969116,0.4376930296421051,0.4592970609664917,-0.969947874546051,0.4565350413322449,0.4855757653713226,-1.0032306909561155,0.4844206869602203,0.5139201283454895,-0.8833139538764954,0.3980843126773834,0.4268988370895386,-0.8055785894393921,0.3898504078388214,0.5886902809143066,-0.5760052800178528,0.2620359361171722,0.6914306282997131,-0.4991069734096527,0.2718830108642578,0.4280629456043243,-0.8886579871177673,0.4068534970283508,0.4184410274028778,-1.014032006263733,0.3963519930839538,0.2936762273311615,-0.9995984435081482,0.3045898079872131,0.0344780758023262,-0.9734350442886353,0.578957736492157,0.0355774722993373,-0.4121719896793365,0.3726393580436706,0.2916291058063507,-0.0089323548600077,0.4636704623699188,0.1884551346302032,0.4000303745269775,0.5498771667480469,0.1395048946142196,0.4867819845676422,0.6890156865119934,0.0961250737309455,-0.4625669121742248,0.4275793731212616,0.1063072457909584,-0.0406160987913608,0.4778231978416443,0.0616569779813289,0.3749544024467468,0.5378949046134949,0.0576958581805229,0.4746224582195282,0.6766564846038818,0.0635487586259841,
0.21759949115773458,458,15.266666666666667,-0.448304682970047,0.3926288783550262,0.1991016417741775,-0.4862812459468841,0.387979507446289,0.2195048183202743,-0.551146388053894,0.38118577003479,0.2549242675304413,-0.613348126411438,0.3796966969966888,0.2900264859199524,-0.6688355207443237,0.3986529111862182,0.3331339359283447,-0.8380512595176697,0.4000804424285888,0.3982041180133819,-0.9280956983566284,0.4409333765506744,0.4590204954147339,-0.9699201583862304,0.4595745205879211,0.4850744009017944,-1.0034890174865725,0.487194299697876,0.5131493806838989,-0.8842717409133911,0.3996670842170715,0.4258762001991272,-0.8065595626831055,0.3922674357891083,0.5877721905708313,-0.5765461325645447,0.2680793404579162,0.6924881339073181,-0.4997042119503021,0.2744249701499939,0.4295662343502044,-0.8894431591033936,0.4093012809753418,0.4174016714096069,-1.014127254486084,0.3965760767459869,0.2923820614814758,-0.9994576573371888,0.3050128519535064,0.0336102694272995,-0.973876178264618,0.5789525508880615,0.0353995263576507,-0.4112946987152099,0.3750172853469848,0.2914959192276001,-0.0080836052075028,0.4636906087398529,0.188364639878273,0.4002924859523773,0.5498048067092896,0.1398552656173706,0.4882369041442871,0.6876096725463867,0.0960185229778289,-0.4613692462444305,0.4291146099567413,0.1065441071987152,-0.0397312492132186,0.478686511516571,0.0624166913330554,0.3751280307769775,0.5394362807273865,0.0587858892977237,0.4766622185707092,0.6758644580841064,0.0631206184625625,
0.2447994275524514,459,15.3,-0.4487276077270508,0.3931646645069122,0.1991861164569854,-0.4868161976337433,0.3885606527328491,0.2194942086935043,-0.5518736839294434,0.3818978667259216,0.2547879219055176,-0.613884687423706,0.3814902305603027,0.2901570498943329,-0.6703004240989685,0.3982991874217987,0.3320563435554504,-0.8392152786254883,0.4002726078033447,0.3970988988876343,-0.9297967553138732,0.4413464665412903,0.457522302865982,-0.970995545387268,0.4612278640270233,0.48372682929039,-1.005515694618225,0.4880018234252929,0.5114012956619263,-0.8848862648010254,0.4029995799064636,0.4248178005218506,-0.8083418607711792,0.3939367532730102,0.5873207449913025,-0.5775161385536194,0.2712525427341461,0.6927998065948486,-0.500381350517273,0.2771745920181274,0.4295578300952911,-0.8896018266677856,0.412200927734375,0.4168786704540252,-1.0139106512069702,0.3976609110832214,0.2914835810661316,-0.9999388456344604,0.3034515976905823,0.0333932787179946,-0.9742668271064758,0.5777720212936401,0.0349120795726776,-0.4116950035095215,0.3741756081581116,0.2913317680358886,-0.0075614703819155,0.461254209280014,0.187556117773056,0.4009173512458801,0.5500887632369995,0.140254870057106,0.4894108474254608,0.6873149871826172,0.0955775678157806,-0.4621103405952453,0.4290887415409088,0.1062370538711547,-0.0395661108195781,0.4763432741165161,0.0619408711791038,0.3753114342689514,0.5404649972915649,0.0597564205527305,0.478699654340744,0.6752848029136658,0.062602087855339,
